,node,community_leiden
30827,158738,1
30828,50000,1
30829,67988,4
30830,19375,0
30831,166858,4
30832,79892,4
30833,140332,10
30834,138650,3
30835,166478,1
30836,113733,0
30837,159871,0
30838,18161,0
30839,128188,5
30840,142128,17
30841,22306,0
30842,114733,1
30843,76024,5
30844,111710,8
30845,38325,3
30846,74263,4
30847,73344,2
30848,131029,0
30849,82135,1
30850,92043,1
30851,35826,2
30852,7358,2
30853,143622,0
30854,70794,1
30855,17751,6
30856,108016,4
30857,5390,1
30858,14640,5
30859,160200,0
30860,97390,1
30861,6301,2
30862,114384,4
30863,58035,2
30864,93449,1
30865,74819,5
30866,28525,1
30867,38064,1
30868,121440,11
30869,144542,2
30870,1792,5
30871,79611,4
30872,136150,4
30873,39358,4
30874,100792,4
30875,54185,6
30876,41853,0
30877,154120,0
30878,133078,1
30879,26931,9
30880,107003,2
30881,155209,5
30882,104604,5
30883,143055,5
30884,84647,5
30885,6296,1
30886,115965,1
30887,149621,5
30888,110635,6
30889,62427,10
30890,73341,5
30891,27941,5
30892,6721,1
30893,79702,1
30894,109286,3
30895,66336,5
30896,126506,0
30897,39732,1
30898,165171,2
30899,28537,4
30900,95897,4
30901,143237,0
30902,83580,4
30903,154851,1
30904,20129,4
30905,67603,2
30906,124398,3
30907,159898,3
30908,156634,2
30909,138885,5
30910,72345,1
30911,136715,0
30912,123613,2
30913,57008,0
30914,85052,1
30915,72046,5
30916,21854,1
30917,136082,5
30918,125946,5
30919,74310,3
30920,72154,1
30921,137603,6
30922,93566,0
30923,152831,1
30924,141710,1
30925,145186,5
30926,25465,0
30927,138140,2
30928,66113,5
30929,134016,5
30930,164289,5
30931,152535,3
30932,101409,1
30933,45205,4
30934,88854,2
30935,34588,5
30936,121676,5
30937,10932,2
30938,16899,2
30939,92525,6
30940,39033,10
30941,111241,5
30942,109798,4
30943,160884,4
30944,154186,0
30945,145056,0
30946,21156,17
30947,120236,3
30948,94546,0
30949,6234,2
30950,115942,2
30951,47789,1
30952,70556,1
30953,1697,2
30954,45537,1
30955,129510,2
30956,90495,10
30957,99924,0
30958,100545,1
30959,35690,3
30960,164871,2
30961,49806,3
30962,122441,1
30963,46716,5
30964,72985,3
30965,144838,0
30966,96364,0
30967,149525,0
30968,98525,6
30969,96508,4
30970,21157,1
30971,138956,1
30972,127718,4
30973,137791,0
30974,104333,1
30975,134410,1
30976,139401,0
30977,26526,12
30978,65577,9
30979,116509,5
30980,123622,6
30981,96966,3
30982,92552,5
30983,69576,0
30984,71704,6
30985,84233,1
30986,104197,0
30987,106064,5
30988,134206,5
30989,71315,0
30990,160251,5
30991,64685,4
30992,161418,4
30993,89403,5
30994,138998,4
30995,87046,5
30996,96886,3
30997,143057,0
30998,106845,1
30999,37894,0
31000,149869,1
31001,11824,0
31002,51604,1
31003,14002,0
31004,54521,5
31005,43678,10
31006,25776,2
31007,81144,0
31008,141171,1
31009,7782,6
31010,112318,4
31011,41331,0
31012,96341,6
31013,108357,1
31014,124040,3
31015,153728,2
31016,162242,8
31017,69340,2
31018,38226,2
31019,29352,6
31020,28241,4
31021,36950,0
31022,163682,1
31023,14366,6
31024,76491,1
31025,145030,6
31026,55272,1
31027,119892,0
31028,44122,5
31029,73117,0
31030,160292,1
31031,160142,1
31032,163551,2
31033,114694,5
31034,100908,1
31035,96191,6
31036,140449,4
31037,94188,4
31038,96990,4
31039,144446,4
31040,51168,5
31041,127298,11
31042,157756,1
31043,148941,2
31044,13764,5
31045,143874,5
31046,35084,4
31047,41201,5
31048,59096,8
31049,147195,1
31050,102104,1
31051,7866,11
31052,158116,0
31053,9680,6
31054,106583,4
31055,93834,4
31056,68243,4
31057,5099,5
31058,62454,6
31059,77486,0
31060,91619,1
31061,15251,3
31062,118662,5
31063,12056,2
31064,142883,1
31065,121703,4
31066,102191,5
31067,162978,5
31068,30572,4
31069,146123,4
31070,8779,2
31071,118755,0
31072,80904,2
31073,113900,2
31074,52563,1
31075,87044,3
31076,138603,5
31077,105514,1
31078,4589,5
31079,47466,1
31080,34961,3
31081,51844,2
31082,15234,1
31083,148419,4
31084,39977,5
31085,145181,5
31086,8458,0
31087,41412,3
31088,126624,0
31089,157921,0
31090,106882,1
31091,16763,2
31092,115261,2
31093,142231,5
31094,48244,1
31095,88496,2
31096,125867,0
31097,80764,2
31098,15875,1
31099,120575,5
31100,110869,5
31101,126604,2
31102,138645,5
31103,43511,1
31104,153705,2
31105,110302,5
31106,130870,5
31107,78411,0
31108,57046,0
31109,152288,10
31110,19291,1
31111,33129,0
31112,57838,7
31113,15783,5
31114,145216,3
31115,165170,1
31116,152837,2
31117,91544,1
31118,166401,2
31119,160135,0
31120,129146,2
31121,124564,7
31122,93965,0
31123,158413,2
31124,104326,8
31125,88273,4
31126,3976,1
31127,125253,2
31128,55736,1
31129,26152,3
31130,133776,6
31131,65576,2
31132,41052,1
31133,72589,5
31134,163666,0
31135,113035,1
31136,89053,0
31137,133204,5
31138,94100,2
31139,91541,2
31140,117061,5
31141,34832,6
31142,73718,2
31143,8324,2
31144,155896,1
31145,123150,4
31146,140279,5
31147,115685,9
31148,97657,1
31149,40351,0
31150,27608,5
31151,144602,0
31152,18407,5
31153,156094,0
31154,141004,10
31155,14731,0
31156,109407,3
31157,106007,0
31158,88730,5
31159,146050,0
31160,87636,5
31161,81443,8
31162,10026,0
31163,103474,1
31164,30812,4
31165,136098,5
31166,110509,1
31167,30484,0
31168,34687,1
31169,111253,4
31170,61619,6
31171,20308,2
31172,60194,5
31173,137147,3
31174,24664,6
31175,75402,0
31176,42999,2
31177,16740,1
31178,118103,1
31179,70695,0
31180,138976,4
31181,131428,5
31182,123495,1
31183,159153,5
31184,106480,2
31185,126391,1
31186,155477,1
31187,145900,0
31188,115018,5
31189,45768,3
31190,147889,1
31191,163224,0
31192,164118,5
31193,14515,4
31194,164526,1
31195,67130,0
31196,12899,2
31197,57786,2
31198,10401,1
31199,163660,4
31200,149753,6
31201,143024,0
31202,104269,0
31203,114717,1
31204,34938,0
31205,154254,6
31206,90396,8
31207,166225,2
31208,130644,0
31209,46724,5
31210,128729,5
31211,57733,4
31212,982,5
31213,147715,5
31214,112479,5
31215,96245,0
31216,165293,8
31217,134056,1
31218,60136,4
31219,56470,0
31220,133541,2
31221,51867,10
31222,74083,3
31223,106549,2
31224,108098,7
31225,113069,0
31226,105192,4
31227,7758,2
31228,164885,2
31229,108326,5
31230,90459,1
31231,123310,2
31232,17594,4
31233,57369,3
31234,141174,0
31235,163331,3
31236,115835,2
31237,48927,5
31238,108892,4
31239,106983,2
31240,123155,1
31241,116292,5
31242,149551,0
31243,59967,2
31244,98771,4
31245,101759,3
31246,133242,2
31247,137627,1
31248,7621,1
31249,127058,6
31250,132590,6
31251,92791,0
31252,72006,1
31253,134759,5
31254,68584,5
31255,154053,4
31256,115750,1
31257,103103,0
31258,28330,1
31259,22424,7
31260,72200,5
31261,133071,4
31262,49210,1
31263,99454,2
31264,77439,0
31265,16169,1
31266,122387,1
31267,98158,5
31268,142943,0
31269,117162,1
31270,100523,1
31271,114990,0
31272,74077,5
31273,107466,6
31274,117440,2
31275,114892,4
31276,11929,1
31277,23416,2
31278,136602,1
31279,119730,5
31280,146813,0
31281,143412,4
31282,36190,5
31283,164847,5
31284,61813,1
31285,121587,3
31286,38223,0
31287,136824,0
31288,166849,5
31289,57820,1
31290,53302,5
31291,106158,1
31292,114637,0
31293,88548,2
31294,131057,4
31295,124846,5
31296,119926,5
31297,114133,2
31298,159558,5
31299,143707,5
31300,19349,6
31301,89674,2
31302,17311,9
31303,134319,11
31304,146747,1
31305,110215,0
31306,75324,5
31307,7457,2
31308,13099,5
31309,63692,0
31310,145667,3
31311,6669,0
31312,77503,5
31313,38125,5
31314,33742,0
31315,108506,1
31316,87697,5
31317,132105,10
31318,80046,10
31319,160556,6
31320,115151,5
31321,98245,1
31322,146693,4
31323,38056,3
31324,126881,0
31325,20719,0
31326,5348,1
31327,151177,3
31328,128750,3
31329,117576,2
31330,159665,3
31331,120702,5
31332,88610,1
31333,159800,0
31334,34621,2
31335,147849,4
31336,24299,4
31337,25876,5
31338,100238,0
31339,13360,0
31340,109856,6
31341,45779,1
31342,9635,8
31343,116110,2
31344,159904,2
31345,55874,7
31346,95524,5
31347,86657,2
31348,163401,3
31349,59796,1
31350,52566,1
31351,88841,2
31352,130408,4
31353,163313,1
31354,99645,6
31355,153151,0
31356,29682,5
31357,168102,0
31358,151211,6
31359,154140,4
31360,12182,2
31361,131167,9
31362,76884,3
31363,142129,4
31364,122846,4
31365,148665,0
31366,11636,10
31367,71993,1
31368,122281,1
31369,144571,2
31370,55378,7
31371,78547,1
31372,160569,4
31373,145587,0
31374,139200,5
31375,11999,10
31376,6002,9
31377,10423,5
31378,81705,0
31379,62820,4
31380,92128,5
31381,118477,5
31382,94441,5
31383,128139,2
31384,48317,9
31385,107208,6
31386,153760,0
31387,22703,1
31388,146998,4
31389,81859,4
31390,3919,17
31391,16327,3
31392,17281,5
31393,111205,5
31394,76245,0
31395,140710,0
31396,7938,9
31397,16866,2
31398,91217,9
31399,151666,5
31400,69175,2
31401,144414,4
31402,34350,7
31403,21973,10
31404,159683,1
31405,114318,10
31406,167321,4
31407,129795,2
31408,160397,1
31409,107972,1
31410,117884,1
31411,153428,6
31412,150646,6
31413,56451,1
31414,102418,1
31415,114450,4
31416,123183,5
31417,19145,1
31418,83280,5
31419,50738,1
31420,122774,0
31421,156521,1
31422,141494,5
31423,55001,9
31424,127912,2
31425,43564,1
31426,79381,5
31427,15697,1
31428,64543,5
31429,22208,5
31430,102938,5
31431,91054,4
31432,43268,4
31433,136520,4
31434,83576,4
31435,87922,0
31436,63611,9
31437,104626,3
31438,4373,0
31439,82396,10
31440,114705,5
31441,103402,0
31442,46201,10
31443,161644,8
31444,112037,10
31445,894,5
31446,148414,5
31447,5285,4
31448,34970,1
31449,140756,5
31450,57648,5
31451,123265,4
31452,60393,0
31453,102255,8
31454,82154,6
31455,86415,5
31456,54923,2
31457,163084,4
31458,141577,1
31459,88700,1
31460,28123,6
31461,4995,3
31462,57599,5
31463,115960,0
31464,127970,5
31465,129698,0
31466,86744,1
31467,124708,0
31468,69131,5
31469,71052,1
31470,129617,0
31471,43387,4
31472,163110,7
31473,117843,1
31474,61741,4
31475,109884,6
31476,13504,4
31477,126992,3
31478,31884,0
31479,32623,1
31480,119074,2
31481,38390,4
31482,165316,4
31483,111629,5
31484,160954,5
31485,128161,5
31486,62206,0
31487,153782,5
31488,5026,9
31489,130701,2
31490,109496,1
31491,93850,4
31492,26115,5
31493,160661,2
31494,138162,5
31495,37400,1
31496,167608,4
31497,40383,6
31498,21182,2
31499,28374,4
31500,89677,4
31501,95076,0
31502,137602,0
31503,116340,2
31504,121862,5
31505,107820,6
31506,49611,9
31507,81210,2
31508,103800,0
31509,67330,0
31510,140041,0
31511,64636,1
31512,13231,0
31513,128502,4
31514,48600,4
31515,99055,12
31516,112920,0
31517,157663,4
31518,23287,5
31519,31390,4
31520,149683,5
31521,101882,0
31522,154610,0
31523,61208,0
31524,253,0
31525,88812,0
31526,101551,1
31527,125885,1
31528,86356,0
31529,159273,1
31530,27168,1
31531,77714,6
31532,155448,4
31533,118694,2
31534,95922,0
31535,116547,5
31536,50837,1
31537,34674,2
31538,98735,6
31539,59488,0
31540,158290,0
31541,141893,5
31542,122077,4
31543,23088,0
31544,143338,0
31545,134279,2
31546,123384,0
31547,76923,0
31548,100328,5
31549,98557,4
31550,15491,6
31551,5826,0
31552,105015,6
31553,121311,6
31554,91260,0
31555,12581,2
31556,33096,2
31557,167916,1
31558,132375,2
31559,94246,9
31560,79208,9
31561,115929,7
31562,22704,1
31563,41957,9
31564,70197,5
31565,95563,2
31566,77309,4
31567,88255,1
31568,42284,2
31569,142658,7
31570,167423,0
31571,64646,4
31572,78932,0
31573,136481,2
31574,12465,0
31575,118466,3
31576,91271,0
31577,82817,2
31578,44579,3
31579,101104,1
31580,134193,5
31581,51228,1
31582,94160,5
31583,152350,5
31584,74351,3
31585,81898,5
31586,32989,4
31587,131183,0
31588,110064,10
31589,74639,5
31590,113061,5
31591,131978,3
31592,4594,9
31593,15796,4
31594,91751,0
31595,118057,1
31596,148192,4
31597,113731,2
31598,125554,1
31599,81005,1
31600,166876,0
31601,86151,2
31602,96211,1
31603,26082,1
31604,81251,2
31605,99432,1
31606,158227,0
31607,90348,1
31608,154378,2
31609,45096,6
31610,29832,4
31611,123412,5
31612,141346,6
31613,26824,1
31614,59249,4
31615,87981,3
31616,123337,4
31617,95735,4
31618,103090,1
31619,67425,5
31620,98299,2
31621,99983,3
31622,81409,1
31623,52264,5
31624,105109,4
31625,142623,0
31626,58947,4
31627,108556,4
31628,9517,7
31629,10442,5
31630,44470,5
31631,112803,4
31632,133813,2
31633,123731,4
31634,26969,0
31635,130202,0
31636,130511,3
31637,145420,0
31638,153936,2
31639,97759,4
31640,164676,5
31641,19510,3
31642,111138,4
31643,52429,1
31644,33492,0
31645,106497,4
31646,19417,3
31647,53809,8
31648,143535,0
31649,99390,5
31650,155996,1
31651,23109,0
31652,49512,2
31653,95598,4
31654,124078,2
31655,25380,1
31656,73534,3
31657,133107,9
31658,139802,4
31659,54966,0
31660,78220,5
31661,78340,4
31662,59704,4
31663,104847,1
31664,21043,1
31665,82974,0
31666,159242,2
31667,109674,6
31668,28001,5
31669,132370,0
31670,126868,0
31671,61773,1
31672,82520,7
31673,127427,0
31674,17919,5
31675,32946,1
31676,38811,5
31677,77855,5
31678,31384,1
31679,47139,3
31680,20127,6
31681,35495,4
31682,90527,0
31683,49693,8
31684,22187,0
31685,12599,2
31686,32745,0
31687,8197,1
31688,117978,2
31689,2324,0
31690,164122,4
31691,139270,5
31692,40371,4
31693,144703,5
31694,98863,1
31695,164686,1
31696,34678,0
31697,144032,5
31698,16755,0
31699,130296,1
31700,93978,3
31701,64308,4
31702,97177,10
31703,134017,6
31704,136075,2
31705,7034,1
31706,166742,1
31707,167505,0
31708,147744,1
31709,134429,5
31710,128415,4
31711,47908,4
31712,102591,8
31713,165931,0
31714,123714,0
31715,104174,2
31716,159232,2
31717,89021,10
31718,10476,2
31719,153712,1
31720,69398,1
31721,66339,0
31722,141053,5
31723,69334,5
31724,95578,1
31725,108348,1
31726,111446,2
31727,103982,4
31728,28361,0
31729,151067,4
31730,162184,1
31731,38925,5
31732,143370,2
31733,163415,4
31734,160349,5
31735,113221,4
31736,100526,2
31737,125859,5
31738,57448,5
31739,160741,3
31740,148326,2
31741,160923,1
31742,92404,5
31743,147918,0
31744,121217,5
31745,107768,5
31746,153433,5
31747,82900,0
31748,93540,1
31749,164454,5
31750,45410,6
31751,86828,0
31752,148973,2
31753,115091,1
31754,2545,5
31755,7378,1
31756,81956,1
31757,127988,1
31758,38281,0
31759,126154,0
31760,26562,0
31761,147516,3
31762,118658,1
31763,67239,5
31764,84005,4
31765,151987,4
31766,8091,0
31767,22317,7
31768,162820,0
31769,41604,9
31770,17327,0
31771,142569,5
31772,106238,6
31773,20730,5
31774,64647,9
31775,121057,0
31776,71217,3
31777,117925,0
31778,144979,0
31779,119356,7
31780,54550,0
31781,61509,0
31782,103820,3
31783,130015,0
31784,11076,1
31785,91811,4
31786,143025,2
31787,161349,3
31788,138032,1
31789,157466,2
31790,130621,2
31791,35181,5
31792,47907,4
31793,132098,5
31794,141083,5
31795,95267,1
31796,158804,0
31797,90997,2
31798,39191,6
31799,38559,4
31800,136112,3
31801,87560,5
31802,3020,1
31803,152987,0
31804,141836,4
31805,47691,1
31806,55355,6
31807,65591,2
31808,6576,6
31809,13564,3
31810,5912,0
31811,100435,4
31812,103701,4
31813,158031,5
31814,122727,2
31815,49908,0
31816,21436,4
31817,66259,2
31818,68483,4
31819,144579,2
31820,58852,5
31821,37997,2
31822,117342,2
31823,165236,0
31824,106034,4
31825,29736,1
31826,125566,6
31827,151718,0
31828,143888,0
31829,79475,5
31830,12276,0
31831,148352,10
31832,19848,6
31833,43766,1
31834,165674,4
31835,56895,1
31836,74701,4
31837,21884,5
31838,367,4
31839,140642,1
31840,144620,1
31841,100676,1
31842,164518,0
31843,74626,1
31844,55913,4
31845,130596,0
31846,115983,1
31847,103606,0
31848,98308,1
31849,164188,5
31850,109236,1
31851,122490,5
31852,24547,5
31853,123526,2
31854,140462,16
31855,103323,2
31856,163031,4
31857,15665,5
31858,128090,6
31859,32580,1
31860,107587,0
31861,10755,8
31862,79252,10
31863,88235,5
31864,164317,1
31865,118411,2
31866,62729,4
31867,103156,6
31868,68556,2
31869,20501,1
31870,166907,3
31871,134275,5
31872,56415,6
31873,72645,8
31874,161136,1
31875,72536,5
31876,140572,0
31877,90127,6
31878,109216,1
31879,43807,5
31880,141271,0
31881,103514,5
31882,8705,3
31883,64762,0
31884,37870,9
31885,117617,1
31886,55211,4
31887,77961,5
31888,166988,0
31889,85220,5
31890,151594,0
31891,96002,1
31892,56750,4
31893,106243,1
31894,134511,0
31895,143085,2
31896,123893,5
31897,146739,2
31898,5432,4
31899,106626,5
31900,162679,5
31901,149589,4
31902,74319,16
31903,59605,2
31904,92490,2
31905,9586,0
31906,128455,5
31907,95517,5
31908,132471,6
31909,119213,1
31910,28720,4
31911,44283,4
31912,30537,12
31913,34989,4
31914,72611,4
31915,43599,5
31916,73943,1
31917,110859,5
31918,160754,1
31919,77653,1
31920,93333,0
31921,164987,5
31922,98940,5
31923,97297,0
31924,77031,1
31925,119120,5
31926,88907,1
31927,38039,2
31928,1884,4
31929,139723,5
31930,167394,1
31931,71808,0
31932,61177,4
31933,93633,5
31934,92641,0
31935,1091,5
31936,9748,5
31937,131920,2
31938,30538,6
31939,165960,0
31940,128907,0
31941,83740,2
31942,111352,7
31943,75252,8
31944,24061,8
31945,129224,0
31946,99929,5
31947,165807,5
31948,12004,5
31949,93538,0
31950,132472,2
31951,147706,2
31952,77845,4
31953,2894,5
31954,298,6
31955,157790,1
31956,91018,0
31957,37387,5
31958,145205,3
31959,87364,0
31960,81615,3
31961,104810,9
31962,9925,6
31963,144205,2
31964,134957,3
31965,160596,2
31966,32202,2
31967,108569,1
31968,17275,4
31969,89353,0
31970,105280,6
31971,163082,4
31972,129153,1
31973,4090,2
31974,138078,5
31975,49589,6
31976,48737,0
31977,148247,2
31978,140758,1
31979,79881,0
31980,65832,5
31981,102411,2
31982,155512,0
31983,141569,5
31984,152162,4
31985,55578,2
31986,43159,1
31987,120064,2
31988,106790,0
31989,139521,1
31990,65442,2
31991,92329,2
31992,160746,0
31993,150402,2
31994,141552,4
31995,134412,5
31996,130346,5
31997,89077,0
31998,3084,1
31999,139407,1
32000,27978,1
32001,120728,2
32002,714,2
32003,141289,1
32004,124420,4
32005,155577,0
32006,156731,3
32007,166644,0
32008,2813,1
32009,126970,5
32010,15406,6
32011,157363,1
32012,37150,2
32013,122713,5
32014,27388,6
32015,100326,0
32016,164426,4
32017,32730,1
32018,147980,4
32019,892,11
32020,139389,4
32021,167379,5
32022,118754,0
32023,148336,2
32024,60098,3
32025,29563,4
32026,121855,0
32027,100648,4
32028,147509,1
32029,32429,3
32030,166311,0
32031,141032,5
32032,97404,0
32033,33387,3
32034,79384,4
32035,61015,2
32036,164081,1
32037,1349,3
32038,87083,2
32039,69494,5
32040,127972,18
32041,124574,1
32042,103818,1
32043,98313,2
32044,76263,1
32045,131830,8
32046,126061,4
32047,91752,1
32048,69229,0
32049,123846,5
32050,40900,0
32051,68067,1
32052,134271,14
32053,91337,8
32054,108830,6
32055,77968,3
32056,114329,1
32057,8301,4
32058,124348,6
32059,165658,1
32060,11436,2
32061,69484,0
32062,117106,1
32063,153309,1
32064,106212,1
32065,2930,5
32066,15150,5
32067,129720,4
32068,132580,5
32069,40468,5
32070,131540,2
32071,25400,2
32072,115272,3
32073,94273,0
32074,7972,4
32075,121318,17
32076,151260,1
32077,131507,1
32078,8552,0
32079,12706,4
32080,87914,4
32081,10778,6
32082,26779,0
32083,27933,7
32084,23046,0
32085,123732,2
32086,32341,4
32087,57051,5
32088,13903,3
32089,155505,10
32090,27759,0
32091,146497,5
32092,106010,1
32093,42600,1
32094,4890,1
32095,119714,0
32096,82972,4
32097,150446,0
32098,147776,1
32099,21280,3
32100,98639,2
32101,126980,4
32102,166780,3
32103,45379,1
32104,153586,0
32105,113689,4
32106,38533,1
32107,89194,0
32108,117048,2
32109,101730,5
32110,140528,4
32111,48624,5
32112,117072,8
32113,103133,5
32114,147185,5
32115,97290,1
32116,12493,5
32117,94757,4
32118,42139,2
32119,129329,9
32120,117746,4
32121,89793,2
32122,52714,1
32123,156356,0
32124,132065,5
32125,7046,12
32126,21581,0
32127,142213,1
32128,106849,5
32129,64297,0
32130,99045,4
32131,153686,6
32132,58142,1
32133,71835,5
32134,140923,4
32135,84764,1
32136,33624,2
32137,115681,1
32138,99717,0
32139,93012,5
32140,90106,4
32141,122600,6
32142,52104,9
32143,120853,5
32144,16366,1
32145,28846,10
32146,167304,0
32147,120161,10
32148,29086,2
32149,129140,4
32150,121341,1
32151,35477,0
32152,91372,4
32153,117552,4
32154,128516,2
32155,109633,0
32156,164605,0
32157,135934,16
32158,21831,4
32159,114682,3
32160,155671,1
32161,151305,0
32162,44576,2
32163,31472,5
32164,159764,5
32165,141026,0
32166,82117,3
32167,44945,1
32168,64177,1
32169,90395,6
32170,14734,5
32171,107890,5
32172,158750,8
32173,128745,1
32174,130448,0
32175,3967,5
32176,137308,4
32177,68132,4
32178,37310,1
32179,56253,7
32180,28590,5
32181,14825,3
32182,31198,1
32183,138776,5
32184,129824,2
32185,97846,1
32186,43796,4
32187,142906,4
32188,124751,5
32189,94654,2
32190,77609,0
32191,151171,1
32192,65491,2
32193,71861,1
32194,87150,5
32195,10870,4
32196,129493,5
32197,42791,5
32198,89594,2
32199,119797,5
32200,13559,7
32201,101610,4
32202,142726,1
32203,151108,5
32204,132934,0
32205,105066,4
32206,103361,4
32207,47063,1
32208,125088,3
32209,29089,1
32210,23378,0
32211,108194,5
32212,101925,1
32213,119746,4
32214,150764,4
32215,116661,0
32216,77611,3
32217,73719,0
32218,121646,4
32219,98049,5
32220,147741,5
32221,36482,5
32222,148610,5
32223,1310,2
32224,158172,0
32225,38296,5
32226,59718,2
32227,24518,11
32228,162485,1
32229,158268,10
32230,97422,5
32231,92533,7
32232,131263,5
32233,161683,0
32234,12007,0
32235,24446,5
32236,47184,9
32237,164798,1
32238,149094,1
32239,123556,3
32240,114677,1
32241,146835,1
32242,162471,0
32243,74753,3
32244,113759,2
32245,60206,5
32246,17178,2
32247,126720,5
32248,52299,2
32249,62261,2
32250,145040,5
32251,164681,5
32252,74623,2
32253,161825,1
32254,125853,2
32255,1891,1
32256,68443,5
32257,108863,1
32258,4367,4
32259,113540,6
32260,156300,4
32261,7428,5
32262,82169,1
32263,120461,4
32264,166658,5
32265,113366,6
32266,154467,5
32267,165624,4
32268,40866,4
32269,291,2
32270,102470,5
32271,93041,4
32272,114627,0
32273,12762,1
32274,146847,3
32275,157365,4
32276,118989,0
32277,31394,0
32278,12808,4
32279,86918,2
32280,137031,3
32281,152243,1
32282,43466,2
32283,45036,1
32284,101325,4
32285,107280,5
32286,61853,1
32287,153617,5
32288,160844,1
32289,5664,2
32290,68611,5
32291,103070,5
32292,109196,5
32293,153425,5
32294,75008,9
32295,48171,1
32296,151970,1
32297,45245,2
32298,107016,4
32299,6224,12
32300,70438,4
32301,165212,3
32302,39151,1
32303,135320,1
32304,149271,3
32305,115348,1
32306,144523,5
32307,79068,0
32308,138425,5
32309,117856,10
32310,86834,5
32311,22938,6
32312,82441,6
32313,64802,4
32314,102267,4
32315,118244,1
32316,121590,2
32317,47860,4
32318,72335,8
32319,48940,1
32320,31013,1
32321,73005,6
32322,32506,5
32323,124545,4
32324,116852,5
32325,2337,4
32326,133954,4
32327,69891,0
32328,37825,1
32329,100365,1
32330,147835,0
32331,30621,4
32332,121451,5
32333,60079,5
32334,118794,5
32335,94946,4
32336,117199,9
32337,1450,0
32338,51133,10
32339,27165,5
32340,49443,4
32341,38373,2
32342,144176,5
32343,84442,4
32344,167790,3
32345,90667,3
32346,124070,4
32347,144531,2
32348,20956,4
32349,63373,0
32350,43872,5
32351,30732,1
32352,87189,1
32353,141714,2
32354,150037,6
32355,2963,0
32356,146535,1
32357,121450,4
32358,70422,4
32359,156311,4
32360,134207,3
32361,137371,5
32362,59855,0
32363,94240,5
32364,27879,5
32365,37624,1
32366,110541,10
32367,98106,4
32368,53365,0
32369,77121,7
32370,96143,6
32371,140094,0
32372,158518,5
32373,93254,6
32374,39292,1
32375,93617,5
32376,162764,3
32377,103449,0
32378,133589,1
32379,46921,0
32380,68045,1
32381,19491,3
32382,15409,1
32383,100985,6
32384,156829,2
32385,105707,0
32386,151461,0
32387,61241,9
32388,39686,0
32389,77599,6
32390,127239,1
32391,101283,3
32392,163455,5
32393,30616,6
32394,149974,4
32395,58303,1
32396,23372,5
32397,23128,4
32398,97353,5
32399,159114,5
32400,154786,4
32401,146540,2
32402,136698,5
32403,4245,1
32404,124482,2
32405,17826,1
32406,55020,11
32407,88787,6
32408,83470,1
32409,63839,1
32410,41224,5
32411,115526,8
32412,94216,2
32413,1090,4
32414,163330,0
32415,10218,2
32416,39047,0
32417,26692,2
32418,98349,5
32419,60892,3
32420,99450,8
32421,50081,1
32422,21938,9
32423,62874,5
32424,127984,5
32425,90545,0
32426,5566,2
32427,62156,1
32428,101114,7
32429,129011,5
32430,84699,9
32431,20786,0
32432,22499,5
32433,9093,4
32434,120997,5
32435,95513,0
32436,135717,0
32437,71400,5
32438,15676,5
32439,162755,5
32440,154010,2
32441,143086,3
32442,144265,2
32443,34560,0
32444,137575,1
32445,163201,9
32446,5802,2
32447,63022,5
32448,86279,5
32449,865,1
32450,119010,5
32451,122119,5
32452,140156,7
32453,83819,14
32454,121913,6
32455,11898,0
32456,58718,5
32457,77890,3
32458,69074,1
32459,136571,5
32460,32975,4
32461,97344,5
32462,20950,6
32463,120400,5
32464,75237,6
32465,145429,1
32466,15297,5
32467,45840,5
32468,88833,18
32469,87186,2
32470,166118,1
32471,114316,3
32472,37767,5
32473,20855,4
32474,91352,2
32475,31912,4
32476,99325,3
32477,33619,1
32478,94132,10
32479,111045,4
32480,32862,5
32481,116154,0
32482,50883,5
32483,161412,0
32484,7628,5
32485,159436,1
32486,123185,6
32487,51792,5
32488,118973,0
32489,27323,5
32490,14037,11
32491,134032,1
32492,26796,5
32493,139964,5
32494,119188,4
32495,102117,1
32496,19107,2
32497,157164,4
32498,162657,1
32499,34134,6
32500,163774,4
32501,43810,0
32502,155666,0
32503,70597,2
32504,56912,4
32505,77068,6
32506,107549,2
32507,33105,6
32508,94137,1
32509,18889,3
32510,122902,4
32511,119937,0
32512,11868,0
32513,25320,1
32514,16383,1
32515,20355,1
32516,147162,0
32517,4698,1
32518,89031,2
32519,161116,2
32520,96035,4
32521,136168,2
32522,36494,1
32523,41237,3
32524,107758,4
32525,113559,0
32526,35804,4
32527,95100,1
32528,14152,0
32529,161110,1
32530,133700,10
32531,136554,5
32532,136428,0
32533,147738,5
32534,147923,2
32535,143256,5
32536,53568,7
32537,108558,14
32538,158446,0
32539,157875,2
32540,104848,5
32541,72490,1
32542,91777,1
32543,113571,4
32544,112927,3
32545,117413,1
32546,73683,2
32547,132180,1
32548,95772,6
32549,150011,5
32550,9882,5
32551,86960,4
32552,65420,5
32553,50963,0
32554,100542,4
32555,165445,1
32556,167613,1
32557,6092,2
32558,72498,2
32559,100096,2
32560,85808,1
32561,35195,1
32562,164408,5
32563,105589,3
32564,96994,1
32565,154381,4
32566,112182,5
32567,96189,0
32568,125101,0
32569,51065,1
32570,28815,5
32571,125061,7
32572,158756,2
32573,115915,5
32574,162311,1
32575,137261,0
32576,157847,1
