,node,community
16965,39776,3
16966,140807,0
16967,20839,2
16968,48214,0
16969,141902,29
16970,132572,5
16971,85855,1
16972,145957,3
16973,87533,0
16974,98674,0
16975,42145,1
16976,102705,0
16977,62811,1
16978,159002,0
16979,78592,0
16980,80913,0
16981,37458,0
16982,328,0
16983,32906,0
16984,87142,3
16985,92335,2
16986,3334,1
16987,99510,1
16988,16407,1
16989,14270,2
16990,130889,0
16991,92359,0
16992,27043,3
16993,19382,1
16994,132121,3
16995,107679,0
16996,149803,5
16997,63957,2
16998,158109,0
16999,97632,0
17000,134766,2
17001,96249,1
17002,133665,1
17003,132077,1
17004,7589,3
17005,68756,0
17006,121757,2
17007,1059,0
17008,1841,1
17009,63417,3
17010,8564,2
17011,122022,1
17012,13528,3
17013,29285,3
17014,75152,2
17015,102447,1
17016,66195,1
17017,149451,0
17018,158677,0
17019,89241,1
17020,41468,1
17021,118003,0
17022,145468,2
17023,71724,0
17024,13996,0
17025,27652,1
17026,67358,3
17027,117122,1
17028,138057,1
17029,120220,0
17030,162555,3
17031,19290,3
17032,54218,1
17033,110641,0
17034,18953,1
17035,23184,1
17036,157379,1
17037,95966,3
17038,51268,1
17039,35958,3
17040,129758,1
17041,121551,1
17042,92120,1
17043,132205,1
17044,131535,2
17045,154606,1
17046,74800,1
17047,38293,1
17048,66448,1
17049,47634,3
17050,132096,1
17051,76167,4
17052,11228,3
17053,48889,3
17054,78091,1
17055,20997,2
17056,20896,3
17057,112750,2
17058,39172,0
17059,113825,1
17060,88797,3
17061,12692,1
17062,23816,1
17063,109604,0
17064,105964,3
17065,39955,1
17066,27082,2
17067,115406,2
17068,34469,1
17069,9081,2
17070,160717,0
17071,64577,1
17072,150747,2
17073,38112,1
17074,5707,7
17075,75766,1
17076,64427,1
17077,61651,3
17078,53631,3
17079,7102,1
17080,104997,0
17081,6951,1
17082,107931,1
17083,107806,3
17084,166875,0
17085,165794,1
17086,28256,1
17087,15455,1
17088,62132,11
17089,114507,3
17090,70152,1
17091,73308,3
17092,145985,0
17093,161629,4
17094,163886,0
17095,76119,1
17096,79188,3
17097,76218,1
17098,7264,3
17099,93062,0
17100,32545,3
17101,7683,3
17102,122919,1
17103,153123,0
17104,116548,3
17105,80806,3
17106,87519,2
17107,70851,3
17108,168099,3
17109,88867,2
17110,135931,1
17111,137142,1
17112,56195,1
17113,44608,1
17114,3660,1
17115,15299,3
17116,108689,1
17117,166709,1
17118,70541,1
17119,99408,2
17120,111549,0
17121,24365,0
17122,24707,1
17123,82251,1
17124,96505,1
17125,26274,3
17126,2311,2
17127,88639,2
17128,14099,2
17129,91552,3
17130,22791,2
17131,88532,2
17132,36384,3
17133,13119,3
17134,13954,3
17135,156604,1
17136,33437,1
17137,131770,1
17138,98141,0
17139,6073,1
17140,143263,1
17141,126477,4
17142,163532,0
17143,107201,1
17144,18439,1
17145,86403,0
17146,68208,5
17147,151174,1
17148,21653,1
17149,32003,1
17150,43407,3
17151,83527,0
17152,126297,3
17153,102975,3
17154,98731,1
17155,49353,3
17156,93120,1
17157,136609,2
17158,12062,3
17159,100537,3
17160,159512,1
17161,105972,1
17162,11573,1
17163,143286,0
17164,13591,1
17165,135299,1
17166,34537,1
17167,92036,3
17168,88638,0
17169,129999,1
17170,99401,1
17171,14467,8
17172,88423,3
17173,54756,3
17174,90433,8
17175,111062,3
17176,122709,2
17177,148551,3
17178,152527,2
17179,61352,2
17180,66441,1
17181,162393,0
17182,102728,3
17183,42844,0
17184,114055,0
17185,135081,2
17186,105299,5
17187,43500,1
17188,137439,1
17189,126586,1
17190,52785,1
17191,82238,1
17192,64919,0
17193,62295,1
17194,11187,0
17195,127924,1
17196,160871,1
17197,39390,0
17198,120452,1
17199,64971,1
17200,53205,3
17201,54421,1
17202,23855,7
17203,137136,3
17204,146222,1
17205,10212,2
17206,128672,0
17207,60494,3
17208,7307,1
17209,23853,1
17210,129881,3
17211,124973,3
17212,49780,3
17213,164068,1
17214,151934,17
17215,104128,1
17216,47551,2
17217,28411,2
17218,75571,3
17219,74539,1
17220,28125,4
17221,95990,1
17222,47441,2
17223,113756,1
17224,90968,1
17225,25042,0
17226,112719,2
17227,83501,3
17228,60049,3
17229,139707,1
17230,66360,1
17231,72393,3
17232,150811,0
17233,9035,1
17234,133354,3
17235,114013,3
17236,27919,3
17237,16611,1
17238,45195,2
17239,120117,0
17240,64167,1
17241,149807,1
17242,48426,0
17243,45582,1
17244,15822,1
17245,149885,15
17246,142193,1
17247,97401,1
17248,64420,2
17249,147661,1
17250,24634,1
17251,71511,1
17252,11340,1
17253,79218,2
17254,38019,1
17255,65146,3
17256,66973,1
17257,26365,3
17258,72461,1
17259,166806,1
17260,147155,1
17261,90973,3
17262,41508,0
17263,80743,0
17264,79453,0
17265,18013,2
17266,32171,2
17267,83317,3
17268,39116,2
17269,16127,2
17270,60867,1
17271,39113,1
17272,4851,1
17273,75142,2
17274,29311,3
17275,4149,3
17276,2484,3
17277,69168,3
17278,128897,3
17279,147646,3
17280,26810,0
17281,160048,0
17282,98810,1
17283,81531,1
17284,40399,1
17285,61955,0
17286,128315,2
17287,93182,1
17288,86800,4
17289,77374,0
17290,104752,1
17291,149381,1
17292,65656,3
17293,121329,0
17294,123642,1
17295,32170,4
17296,95208,1
17297,156033,0
17298,106835,1
17299,68084,3
17300,12354,0
17301,99016,0
17302,63223,1
17303,45501,2
17304,377,3
17305,145170,3
17306,149059,2
17307,67070,3
17308,46610,3
17309,53547,2
17310,135019,1
17311,66723,1
17312,79684,3
17313,64450,11
17314,110675,1
17315,147279,1
17316,100330,1
17317,165185,0
17318,19316,1
17319,22288,2
17320,74468,3
17321,122737,2
17322,90371,1
17323,112264,3
17324,55886,1
17325,74923,3
17326,146069,2
17327,34187,2
17328,8074,1
17329,8215,1
17330,127831,1
17331,150518,9
17332,3300,1
17333,153468,2
17334,57698,3
17335,26130,1
17336,155762,3
17337,8526,3
17338,102752,2
17339,98695,0
17340,122689,1
17341,79519,1
17342,17591,3
17343,86555,0
17344,58087,0
17345,136134,0
17346,2776,3
17347,4871,3
17348,126841,1
17349,7361,1
17350,35041,2
17351,148086,1
17352,89061,2
17353,57883,7
17354,69095,2
17355,55209,3
17356,78328,3
17357,123297,1
17358,124641,0
17359,136012,3
17360,89930,1
17361,80134,1
17362,76060,1
17363,108162,0
17364,28832,3
17365,129344,1
17366,57162,1
17367,58480,1
17368,6743,3
17369,54936,1
17370,125831,1
17371,61279,3
17372,157426,0
17373,66401,1
17374,120489,1
17375,21306,3
17376,103567,0
17377,27835,1
17378,51016,0
17379,79445,1
17380,91097,3
17381,149352,1
17382,134566,0
17383,76373,3
17384,130096,1
17385,11393,1
17386,46704,3
17387,115571,3
17388,28312,1
17389,25034,1
17390,46426,3
17391,66830,1
17392,161987,1
17393,25067,0
17394,165612,17
17395,32615,5
17396,116689,3
17397,146191,3
17398,39852,1
17399,46879,2
17400,152850,3
17401,99948,1
17402,79386,0
17403,84531,1
17404,16539,1
17405,119616,1
17406,149903,3
17407,54662,0
17408,62758,1
17409,29999,2
17410,19890,0
17411,99923,0
17412,78392,1
17413,16620,2
17414,76391,0
17415,152512,2
17416,110410,1
17417,43623,0
17418,46804,3
17419,45839,0
17420,51551,2
17421,140526,5
17422,41461,0
17423,151483,1
17424,122913,1
17425,15052,3
17426,51163,1
17427,98021,1
17428,94564,1
17429,12336,1
17430,8259,2
17431,82340,3
17432,84619,3
17433,158546,0
17434,36903,2
17435,88135,0
17436,21913,2
17437,135512,2
17438,61023,3
17439,60137,3
17440,101873,0
17441,147982,1
17442,99292,1
17443,143146,3
17444,133842,2
17445,62519,1
17446,23559,1
17447,64903,0
17448,37730,1
17449,102604,10
17450,165577,0
17451,15132,1
17452,77043,0
17453,70690,2
17454,49558,3
17455,7390,2
17456,64485,0
17457,77603,3
17458,128744,1
17459,35991,1
17460,63772,1
17461,49423,1
17462,34205,4
17463,78070,0
17464,53217,11
17465,47462,1
17466,65803,3
17467,150535,0
17468,149725,3
17469,69355,3
17470,10728,1
17471,5078,0
17472,135754,3
17473,104279,0
17474,43063,3
17475,76255,3
17476,160867,1
17477,123985,4
17478,5987,3
17479,132185,3
17480,77886,2
17481,78760,3
17482,89240,3
17483,161626,3
17484,7739,1
17485,123769,0
17486,12645,3
17487,28188,0
17488,48810,3
17489,95891,3
17490,16128,0
17491,64834,1
17492,31052,2
17493,23891,1
17494,105884,1
17495,19556,1
17496,113984,3
17497,27007,0
17498,81539,7
17499,24460,1
17500,74995,3
17501,1337,1
17502,128490,3
17503,57352,1
17504,149446,1
17505,95349,1
17506,34057,3
17507,43142,3
17508,168106,2
17509,16698,1
17510,163503,1
17511,38603,1
17512,108557,1
17513,5789,17
17514,106825,0
17515,110820,3
17516,1648,11
17517,112348,3
17518,94072,1
17519,86478,1
17520,26033,1
17521,111124,1
17522,54672,1
17523,102095,0
17524,35271,1
17525,56368,0
17526,152043,0
17527,2212,1
17528,163404,3
17529,79810,2
17530,21143,2
17531,142828,2
17532,131068,3
17533,137022,1
17534,71224,3
17535,121827,1
17536,24842,3
17537,33021,1
17538,23376,1
17539,30185,0
17540,105126,1
17541,148404,3
17542,142203,3
17543,121194,3
17544,149148,3
17545,136461,0
17546,135718,15
17547,79466,0
17548,119393,0
17549,167828,3
17550,71153,0
17551,119846,1
17552,22384,1
17553,8546,29
17554,162608,0
17555,134284,3
17556,122309,1
17557,78581,0
17558,139075,1
17559,99863,2
17560,146744,3
17561,37346,0
17562,111129,0
17563,166167,1
17564,164300,1
17565,157085,2
17566,64162,2
17567,91417,1
17568,23932,0
17569,157848,2
17570,93003,3
17571,25403,1
17572,162695,2
17573,67073,0
17574,104683,1
17575,139993,0
17576,138423,1
17577,78810,13
17578,76741,3
17579,65153,2
17580,128320,1
17581,158023,3
17582,119378,0
17583,71140,3
17584,72634,2
17585,19192,1
17586,19646,3
17587,116652,3
17588,52595,3
17589,50587,3
17590,91361,0
17591,60378,1
17592,73031,3
17593,12534,3
17594,44725,3
17595,30736,1
17596,137503,3
17597,113378,0
17598,119634,1
17599,128268,3
17600,93074,0
17601,94234,2
17602,4799,2
17603,111862,1
17604,70647,0
17605,30780,0
17606,96987,3
17607,110331,11
17608,69047,3
17609,50754,3
17610,108428,3
17611,86708,3
17612,85382,0
17613,53775,0
17614,136273,1
17615,149356,2
17616,116755,1
17617,31104,0
17618,88876,3
17619,138534,1
17620,41666,3
17621,927,1
17622,19193,2
17623,79733,0
17624,134853,0
17625,136191,0
17626,128254,3
17627,83416,2
17628,87614,1
17629,155694,3
17630,113553,1
17631,41552,2
17632,109027,1
17633,24227,1
17634,160198,4
17635,16427,0
17636,2678,1
17637,15211,1
17638,165295,1
17639,114425,2
17640,100416,0
17641,9369,3
17642,153487,1
17643,142459,1
17644,85542,10
17645,86182,1
17646,149121,0
17647,34273,2
17648,121924,1
17649,47251,0
17650,15096,2
17651,13232,3
17652,123019,2
17653,7091,1
17654,23647,0
17655,85265,1
17656,28633,3
17657,140158,3
17658,75287,3
17659,116300,1
17660,18671,3
17661,69240,0
17662,71899,1
17663,145796,1
17664,84725,0
17665,144981,1
17666,18909,1
17667,152533,2
17668,37634,2
17669,12949,1
17670,155976,11
17671,34851,1
17672,93160,2
17673,56841,17
17674,101281,3
17675,74855,2
17676,151060,1
17677,112674,1
17678,27272,1
17679,159316,0
17680,85686,0
17681,52936,1
17682,66197,1
17683,84285,3
17684,144191,2
17685,64899,1
17686,133941,3
17687,166802,2
17688,1935,3
17689,101100,1
17690,10184,1
17691,116541,1
17692,133963,3
17693,112751,2
17694,162507,0
17695,158709,2
17696,26890,1
17697,135497,2
17698,9962,2
17699,141313,1
17700,112793,1
17701,95624,1
17702,62809,0
17703,37692,0
17704,119204,2
17705,161447,0
17706,12881,3
17707,63575,3
17708,89063,3
17709,147656,0
17710,159823,0
17711,23999,2
17712,90498,1
17713,127475,0
17714,128256,2
17715,128545,2
17716,79077,3
17717,118809,1
17718,117392,3
17719,122885,0
17720,115460,1
17721,124048,11
17722,47247,3
17723,141813,3
17724,160209,1
17725,63855,0
17726,52351,3
17727,107688,1
17728,6465,1
17729,6197,1
17730,167747,3
17731,110149,3
17732,157601,2
17733,147058,0
17734,163290,3
17735,165787,1
17736,131262,1
17737,168040,1
17738,93400,4
17739,126946,3
17740,157189,0
17741,83543,3
17742,145535,7
17743,82127,1
17744,6841,3
17745,5462,3
17746,43266,1
17747,68175,1
17748,84065,3
17749,31667,3
17750,70211,3
17751,61781,11
17752,38074,5
17753,109900,0
17754,136065,3
17755,86066,1
17756,42890,1
17757,147778,11
17758,146509,1
17759,47618,11
17760,31518,3
17761,6545,1
17762,128913,1
17763,73205,0
17764,83381,1
17765,159682,1
17766,44416,0
17767,98568,3
17768,100983,0
17769,155527,0
17770,68841,0
17771,81071,1
17772,52239,15
17773,161679,1
17774,931,2
17775,114987,3
17776,90257,2
17777,25031,0
17778,162337,0
17779,155925,0
17780,142561,0
17781,126350,0
17782,90081,2
17783,135228,1
17784,121283,0
17785,134856,3
17786,161681,3
17787,34468,3
17788,159236,3
17789,77608,1
17790,60337,1
17791,89977,1
17792,155861,3
17793,10020,1
17794,58026,11
17795,47007,1
17796,138247,1
17797,164465,11
17798,60486,0
17799,19871,1
17800,88573,3
17801,153771,0
17802,58162,3
17803,132686,2
17804,149663,1
17805,81157,11
17806,129713,2
17807,162656,3
17808,123506,0
17809,15546,1
17810,121426,3
17811,123458,3
17812,164429,1
17813,104585,3
17814,166791,1
17815,62904,1
17816,43763,1
17817,132876,3
17818,81447,2
17819,6294,2
17820,88577,10
17821,33666,1
17822,146546,1
17823,133202,3
17824,129954,0
17825,36896,2
17826,69243,1
17827,164758,1
17828,103780,0
17829,37945,0
17830,152155,1
17831,38236,0
17832,53734,3
17833,87247,0
17834,121379,3
17835,114108,0
17836,15669,1
17837,112420,2
17838,67819,2
17839,46656,1
17840,148906,2
17841,154890,1
17842,91136,3
17843,135602,1
17844,129171,1
17845,79009,1
17846,68724,1
17847,162731,0
17848,138596,3
17849,135407,1
17850,52648,1
17851,30770,0
17852,23271,3
17853,4736,3
17854,138019,0
17855,108901,2
17856,22145,10
17857,113801,4
17858,88599,2
17859,49270,3
17860,29958,3
17861,117699,3
17862,99605,1
17863,123966,1
17864,13705,1
17865,38167,1
17866,159872,3
17867,78005,29
17868,140225,1
17869,23446,3
17870,141588,1
17871,59719,1
17872,34897,3
17873,65240,0
17874,31869,2
17875,94855,1
17876,122629,2
17877,96628,3
17878,118172,0
17879,110861,3
17880,102978,0
17881,8855,3
17882,32276,1
17883,7880,4
17884,127113,1
17885,134116,3
17886,88431,0
17887,1748,1
17888,84966,3
17889,55107,3
17890,139983,1
17891,160759,1
17892,143981,1
17893,30692,3
17894,21237,2
17895,8884,2
17896,108185,2
17897,129306,2
17898,114823,3
17899,38768,0
17900,43172,3
17901,121938,3
17902,57315,2
17903,117098,2
17904,123864,1
17905,10633,2
17906,90560,0
17907,77074,1
17908,39654,0
17909,25270,1
17910,148943,1
17911,123382,3
17912,34626,3
17913,65623,0
17914,78008,1
17915,155900,1
17916,134633,3
17917,138905,3
17918,11896,1
17919,112959,1
17920,131814,3
17921,91456,1
17922,161791,2
17923,24557,3
17924,166022,1
17925,107777,3
17926,168078,1
17927,43972,1
17928,4422,3
17929,9771,3
17930,152357,7
17931,2390,0
17932,82448,0
17933,15053,1
17934,45773,3
17935,51560,3
17936,19275,1
17937,136320,1
17938,46562,1
17939,93420,1
17940,66511,0
17941,105949,2
17942,143172,1
17943,85573,3
17944,126208,3
17945,92807,0
17946,125670,1
17947,62167,3
17948,58532,0
17949,130588,1
17950,43398,13
17951,51126,3
17952,31006,1
17953,111774,3
17954,32120,1
17955,72193,3
17956,156178,8
17957,92133,3
17958,10038,0
17959,63992,1
17960,9733,0
17961,124904,1
17962,9056,0
17963,63864,8
17964,28703,0
17965,68655,3
17966,118729,1
17967,18507,0
17968,7608,3
17969,91690,5
17970,118627,1
17971,23249,3
17972,42637,3
17973,68617,3
17974,164867,2
17975,49115,1
17976,21347,2
17977,97447,8
17978,84025,0
17979,29070,3
17980,8219,2
17981,89219,0
17982,47049,3
17983,150346,0
17984,129915,3
17985,10284,2
17986,47597,0
17987,104336,0
17988,135862,5
17989,33941,3
17990,79400,1
17991,144063,0
17992,143434,1
17993,761,8
17994,29389,17
17995,522,0
17996,35460,0
17997,89530,0
17998,74343,1
17999,21352,0
18000,125937,1
18001,97160,3
18002,109508,1
18003,107149,1
18004,146366,0
18005,117538,3
18006,166930,2
18007,107731,1
18008,9181,1
18009,58261,3
18010,30802,0
18011,81033,2
18012,148859,0
18013,100651,3
18014,16098,3
18015,117666,3
18016,18327,1
18017,20465,1
18018,82872,3
18019,2531,1
18020,123967,1
18021,66594,0
18022,3355,0
18023,8252,1
18024,9028,3
18025,165912,0
18026,44046,0
18027,89118,3
18028,7251,0
18029,47790,3
18030,29993,8
18031,76531,1
18032,85467,3
18033,160086,1
18034,917,1
18035,82200,3
18036,32439,3
18037,71571,3
18038,8305,1
18039,50114,3
18040,13693,13
18041,1011,0
18042,93448,0
18043,30009,0
18044,137269,1
18045,21042,3
18046,11596,5
18047,112435,0
18048,110608,3
18049,103685,3
18050,86311,3
18051,53604,3
18052,60247,0
18053,18611,1
18054,18285,1
18055,23551,3
18056,60331,3
18057,91309,1
18058,118298,0
18059,27166,1
18060,46037,0
18061,47100,3
18062,62865,0
18063,20808,0
18064,70742,1
18065,118239,1
18066,88439,0
18067,20564,3
18068,164757,3
18069,30480,3
18070,44439,3
18071,64787,0
18072,54725,3
18073,144054,29
18074,38438,1
18075,52601,1
18076,107943,1
18077,65860,1
18078,161176,2
18079,147153,3
18080,147909,0
18081,70889,1
18082,82614,3
18083,125748,0
18084,36609,0
18085,65703,3
18086,10652,3
18087,25798,3
18088,53215,1
18089,131645,2
18090,86198,3
18091,21636,0
18092,7845,5
18093,38500,3
18094,123725,3
18095,99042,1
18096,75186,3
18097,24787,3
18098,151450,13
18099,130792,1
18100,117698,1
18101,106586,1
18102,84894,3
18103,29593,0
18104,145886,0
18105,79769,3
18106,43432,3
18107,10969,1
18108,77448,1
18109,129016,11
18110,11658,3
18111,6862,3
18112,14330,2
18113,9784,3
18114,42302,3
18115,50618,3
18116,21724,1
18117,80502,3
18118,100602,0
18119,6555,10
18120,26821,0
18121,130376,5
18122,115336,0
18123,3571,1
18124,70532,0
18125,34424,3
18126,139942,16
18127,111944,1
18128,132227,1
18129,41491,3
18130,150856,3
18131,33512,0
18132,130114,3
18133,51375,0
18134,85654,1
18135,19913,0
18136,45364,8
18137,62563,1
18138,22644,13
18139,32536,2
18140,2386,3
18141,84711,1
18142,57807,3
18143,138997,3
18144,64624,1
18145,80141,3
18146,23887,1
18147,19715,1
18148,150561,0
18149,39830,3
18150,4768,3
18151,114883,3
18152,27863,1
18153,8953,3
18154,105407,2
18155,162380,3
18156,94523,3
18157,99120,13
18158,41866,3
18159,20161,1
18160,54959,13
18161,17384,1
18162,46927,1
18163,48892,3
18164,31664,3
18165,5950,3
18166,18460,13
18167,141201,0
18168,319,2
18169,111921,0
18170,161177,3
18171,110644,0
18172,28912,8
18173,149911,1
18174,27730,4
18175,134549,2
18176,80496,0
18177,58302,3
18178,84046,1
18179,34407,2
18180,100752,2
18181,158011,3
18182,65996,0
18183,81335,3
18184,73982,2
18185,32886,3
18186,52260,1
18187,13489,3
18188,6674,0
18189,15151,3
18190,136583,3
18191,41597,3
18192,141270,3
18193,36675,0
18194,39785,0
18195,104776,2
18196,5551,3
18197,127907,3
18198,71226,2
18199,156347,3
18200,130489,3
18201,141910,13
18202,73507,3
18203,60463,3
18204,54978,1
18205,50277,11
18206,116574,1
18207,116780,0
18208,72485,1
18209,23757,3
18210,81325,3
18211,69581,1
18212,126329,0
18213,86803,0
18214,50408,3
18215,6514,3
18216,32405,2
18217,49586,0
18218,37539,0
18219,58658,0
18220,50341,0
18221,152691,3
18222,81999,3
18223,79167,0
18224,30772,0
18225,65984,0
18226,125499,3
18227,27669,5
18228,73736,3
18229,81412,3
18230,77102,1
18231,63467,0
18232,33665,3
18233,115001,1
18234,26149,0
18235,17721,3
18236,134142,2
18237,119313,3
18238,37855,3
18239,112211,3
18240,108562,1
18241,17025,0
18242,35793,3
18243,95269,3
18244,58984,0
18245,18752,3
18246,57267,3
18247,22107,0
18248,126245,0
18249,78563,3
18250,163322,3
18251,72500,3
18252,22298,3
18253,122208,1
18254,50821,0
18255,111647,1
18256,137657,0
18257,14254,3
18258,32540,0
18259,11368,3
18260,92685,3
18261,26334,14
18262,14137,1
18263,129835,1
18264,126608,3
18265,15702,0
18266,32118,0
18267,145426,3
18268,91744,3
18269,165104,1
18270,34401,1
18271,151775,13
18272,92605,1
18273,13810,3
18274,144590,0
18275,67723,3
18276,107072,0
18277,55367,3
18278,45362,1
18279,127666,0
18280,91914,0
18281,8742,3
18282,151114,0
18283,112575,0
18284,2091,1
18285,15176,0
18286,139527,3
18287,54920,3
18288,50907,0
18289,91386,2
18290,96419,0
18291,131236,1
18292,106735,1
18293,47288,1
18294,35314,0
18295,147369,1
18296,114820,1
18297,79866,3
18298,88426,1
18299,55707,1
18300,120561,3
18301,73756,3
18302,26016,1
18303,90733,3
18304,122279,1
18305,23220,11
18306,161317,11
18307,151924,2
18308,33929,3
18309,8236,3
18310,74463,14
18311,134051,3
18312,6927,0
18313,29617,0
18314,34994,4
18315,29966,3
18316,70525,0
18317,63710,0
18318,16625,2
18319,155169,0
18320,33517,1
18321,32106,9
18322,76989,11
18323,88745,8
18324,110872,3
18325,94668,13
18326,120804,0
18327,133570,0
18328,137492,3
18329,48258,3
18330,21747,0
18331,142251,1
18332,47248,3
18333,2544,3
18334,137185,3
18335,50957,3
18336,93662,0
18337,134438,3
18338,100669,0
18339,58266,0
18340,137246,8
18341,79717,3
18342,55312,0
18343,65677,0
18344,16654,3
18345,59588,3
18346,126398,11
18347,25679,3
18348,71171,3
18349,96519,0
18350,91073,1
18351,166046,5
18352,86294,0
18353,133863,3
18354,7156,1
18355,21134,3
18356,39811,3
18357,64820,1
18358,147565,3
18359,52539,3
18360,167779,0
18361,60518,0
18362,163191,0
18363,43586,0
18364,14961,1
18365,54577,1
18366,99903,0
18367,123808,3
18368,80215,3
18369,56452,0
18370,49736,3
18371,87961,3
18372,57837,0
18373,68704,18
18374,119706,1
18375,106088,1
18376,17784,3
18377,152603,0
18378,44752,2
18379,117069,0
18380,12074,1
18381,75225,1
18382,2510,3
18383,25323,3
18384,85951,11
18385,125104,0
18386,110782,1
18387,80115,1
18388,46040,3
18389,31335,2
18390,25131,0
18391,133921,1
18392,166461,1
18393,148839,0
18394,33662,0
18395,114622,3
18396,15932,3
18397,57918,0
18398,38946,0
18399,39969,2
18400,153830,1
18401,66859,0
18402,57009,2
18403,56486,0
18404,107814,3
18405,43555,3
18406,158104,1
18407,35610,16
18408,11440,3
18409,159110,3
18410,14103,1
18411,22961,0
18412,40682,3
18413,108756,0
18414,54637,2
18415,5501,3
18416,50376,3
18417,106753,0
18418,32903,0
18419,128294,3
18420,50710,2
18421,62776,1
18422,53035,3
18423,2028,0
18424,14015,0
18425,93371,3
18426,11456,2
18427,85926,3
18428,87131,3
18429,5293,3
18430,114461,0
18431,47398,3
18432,113294,1
18433,35347,1
18434,145721,6
18435,85206,3
18436,122623,1
18437,25299,3
18438,79044,18
18439,92579,5
18440,33484,1
18441,121853,1
18442,133820,3
18443,133211,3
18444,58194,0
18445,147386,3
18446,71284,3
18447,128102,0
18448,160473,3
18449,120565,0
18450,127322,3
18451,73086,3
18452,32782,1
18453,154259,1
18454,166998,1
18455,50858,3
18456,8528,1
18457,30623,3
18458,120341,0
18459,86600,3
18460,13478,0
18461,95998,1
18462,16522,1
18463,45615,2
18464,85138,1
18465,18939,1
18466,27622,3
18467,125789,0
18468,155240,3
18469,60259,0
18470,62939,3
18471,153807,3
18472,372,2
18473,121427,2
18474,4954,3
18475,168047,13
18476,60673,1
18477,100288,3
18478,137302,0
18479,37172,3
18480,15075,1
18481,55809,0
18482,135468,0
18483,123827,3
18484,80043,3
18485,24954,3
18486,117450,13
18487,1911,3
18488,75987,3
18489,82032,2
18490,95491,3
18491,16511,3
18492,1373,0
18493,4089,0
18494,27822,1
18495,145512,3
18496,164459,1
18497,136959,1
18498,65354,1
18499,5840,0
18500,37003,1
18501,15983,3
18502,109190,0
18503,37972,3
18504,35616,3
18505,43650,3
18506,64292,1
18507,158195,0
18508,93380,2
18509,67308,1
18510,26180,0
18511,157451,3
18512,86245,3
18513,40276,3
18514,85396,0
18515,128793,3
18516,50672,2
18517,134800,3
18518,44206,1
18519,21269,0
18520,65546,3
18521,17216,3
18522,50843,0
18523,109243,8
18524,67182,29
18525,43275,3
18526,51374,29
18527,94684,3
18528,14739,13
18529,18364,0
18530,119340,3
18531,77561,3
18532,82717,1
18533,152291,3
18534,136533,0
18535,153723,0
18536,92503,3
18537,59669,0
18538,86768,3
18539,82814,0
18540,2069,13
18541,2552,3
18542,53623,0
18543,167462,1
18544,13604,1
18545,49209,1
18546,64251,0
18547,132314,1
18548,92987,1
18549,27421,3
18550,64304,0
18551,97763,3
18552,107633,0
18553,121473,3
18554,46438,3
18555,20070,0
18556,76564,10
18557,56598,3
18558,59591,3
18559,103134,3
18560,28297,3
18561,114881,1
18562,101333,3
18563,39535,3
18564,134075,1
18565,78574,1
18566,74969,3
18567,126603,0
18568,86466,3
18569,38879,1
18570,85360,0
18571,101878,3
18572,68157,0
18573,161536,1
18574,84848,3
18575,110715,1
18576,84274,1
18577,70896,6
18578,72557,0
18579,13800,3
18580,4326,9
18581,141383,0
18582,65401,3
18583,49974,0
18584,75317,3
18585,40152,11
18586,63157,13
18587,145967,1
18588,12639,0
18589,5124,11
18590,111924,0
18591,78745,3
18592,13687,0
18593,47236,0
18594,37024,1
18595,152976,29
18596,89258,1
18597,51420,1
18598,33010,1
18599,64124,0
18600,83411,3
18601,2818,1
18602,18262,5
18603,98981,0
18604,108465,0
18605,12711,3
18606,85367,13
18607,160614,0
18608,89504,0
18609,99629,1
18610,82859,0
18611,158001,0
18612,74166,3
18613,42388,3
18614,108824,0
18615,11296,3
18616,68532,0
18617,116740,1
18618,107131,3
18619,10981,0
18620,14634,3
18621,30694,0
18622,58546,2
18623,16609,3
18624,84108,3
18625,10776,3
18626,114429,1
18627,132093,1
18628,69532,1
18629,47228,3
18630,48609,0
18631,156206,0
18632,159362,3
18633,107183,3
18634,105365,0
18635,138746,0
18636,83773,1
18637,8959,3
18638,66765,0
18639,168024,3
18640,165166,3
18641,92226,0
18642,115387,3
18643,100967,3
18644,160720,1
18645,134129,2
18646,76788,0
18647,37051,0
18648,70493,1
18649,50487,1
18650,148886,3
18651,44761,3
18652,148759,1
18653,159974,3
18654,156086,0
18655,137517,0
18656,45705,1
18657,45196,3
18658,80195,3
18659,164404,11
18660,132743,0
18661,129661,3
18662,164213,1
18663,17668,1
18664,24853,0
18665,64968,3
18666,115971,1
18667,126207,1
18668,159460,1
18669,44563,3
18670,119688,2
18671,30469,2
18672,70518,0
18673,122768,0
18674,4147,3
18675,113580,1
18676,100456,13
18677,156239,3
18678,125427,0
18679,64356,1
18680,52807,1
18681,59989,3
18682,73954,0
18683,66394,3
18684,114089,1
18685,21160,3
18686,139333,3
18687,70260,3
18688,137841,0
18689,87184,1
18690,139275,1
18691,71131,0
18692,93947,2
18693,61300,1
18694,110822,0
18695,5641,0
18696,115103,1
18697,664,3
18698,39255,1
18699,42646,3
18700,52943,0
18701,80233,3
18702,14859,3
18703,9374,0
18704,62833,3
18705,149433,0
18706,164014,2
18707,131189,3
18708,131407,1
18709,101555,3
18710,10101,0
18711,71688,3
18712,120205,3
18713,146945,3
18714,125205,3
